ligand,receptor,n_sources,sources
ADCYAP1,ADCYAP1R1,8,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CCL26,CCR1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CCL27,ACKR2,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CCL28,ACKR2,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CCL3,CCR3,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CCL3,CCR4,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CCL3L1,CCR1,6,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; SpaCcLink; connectomeDB2020_lit; stCASE
CCL4,CCR3,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CCL4,CCR8,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CCL5,CXCR3,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CCL5,SDC1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CCL5,SDC4,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CCL7,CCR10,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CCL8,CCR3,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CCL8,CCR5,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CCN1,ITGA5,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CCN1,ITGAM,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CCN1,ITGAV,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CCN1,ITGB2,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CCN1,ITGB3,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CCN1,ITGB5,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CCN2,ITGA5,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CCN2,ITGAM,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CCN2,ITGB2,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CCN2,LRP1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CCN2,LRP6,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CCN2,NTRK1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CCN3,NOTCH1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CD14,ITGA4,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CD14,ITGB1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CD160,TNFRSF14,6,CellTalkDB; LARIS_neurotransmitter; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CD200,CD200R1,6,CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; connectomeDB2020_lit; stCASE
CD274,CD80,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CD40LG,ITGAM,6,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; SpaCcLink
CD48,CD244,6,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; SpaCcLink; connectomeDB2020_lit; stCASE
CD55,ADGRE5,6,CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
CD6,ALCAM,6,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; SPIDER_internal; connectomeDB2020_lit; stCASE
CD80,CD28,6,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; SpaCcLink; connectomeDB2020_lit; stCASE
CD80,CTLA4,6,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; SpaCcLink; connectomeDB2020_lit; stCASE
CDH1,EGFR,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CDH1,PTPRM,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CNTN2,CNTN1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CNTN2,NRCAM,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
COL14A1,CD44,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
COL18A1,GPC1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
COL18A1,GPC4,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
COL18A1,ITGA5,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
COL18A1,ITGB1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
COL18A1,KDR,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
COL1A1,CD36,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
COL1A1,ITGA1,6,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; SpaCcLink
COL1A1,ITGA5,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
COL1A1,ITGAV,6,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; SpaCcLink
COL1A2,ITGA1,6,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; SpaCcLink
COL1A2,ITGAV,6,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; SpaCcLink
COL1A2,ITGB3,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
COL2A1,ITGA1,6,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; SpaCcLink
COL2A1,MAG,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
COL2A1,TNFRSF10A,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
COL3A1,MAG,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
COL4A1,ITGA2,6,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; SpaCcLink
COL4A3,CD47,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
COL4A3,ITGA1,6,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; SpaCcLink
COL4A3,ITGA2,6,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; SpaCcLink
COL4A3,ITGA3,6,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; SpaCcLink
COL4A4,ITGA1,6,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; SpaCcLink
COL4A4,ITGA2,6,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; SpaCcLink
COL4A4,ITGAV,6,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; SpaCcLink
COL4A5,ITGA1,6,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; SpaCcLink
COL4A5,ITGA2,6,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; SpaCcLink
COL4A5,ITGAV,6,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; SpaCcLink
COL4A6,ITGA1,6,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; SpaCcLink
COL4A6,ITGA2,6,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; SpaCcLink
COL4A6,ITGAV,6,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; SpaCcLink
COL5A1,SDC3,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
COL6A1,ITGA1,6,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; SpaCcLink
COL6A1,ITGA2,6,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; SpaCcLink
COL6A2,ITGA1,6,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; SpaCcLink
COL6A2,ITGA2,6,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; SpaCcLink
COL6A3,ITGA1,6,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; SpaCcLink
COL6A3,ITGA2,6,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; SpaCcLink
COL9A1,MAG,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
COL9A2,MAG,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
COL9A3,MAG,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CORT,GHSR,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CPAMD8,SCTR,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CSF2,CSF3R,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CSF2,IL3RA,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CSF2,SDC2,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CSH1,PRLR,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CTHRC1,FZD3,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CTHRC1,FZD5,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CTHRC1,FZD6,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CXCL10,SDC4,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CXCL12,CD4,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CXCL12,CXCR3,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CXCL12,ITGB1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CXCL13,CCR10,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CXCL14,CXCR4,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CXCL2,XCR1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CXCL8,SDC1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
CXCL8,SDC2,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
DCN,ERBB4,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
DCN,MET,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
DEFB1,CCR6,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
DEFB103A,CCR6,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
DEFB4B,CCR6,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
DHH,BOC,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
DHH,CDON,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
DKK1,KREMEN1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
DKK1,KREMEN2,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
DKK2,KREMEN2,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
DKK2,LRP6,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
DSC1,DSG2,6,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; SPIDER_internal; connectomeDB2020_lit; stCASE
DSC1,DSG3,6,CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; connectomeDB2020_lit; stCASE
DSC2,DSG2,6,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; SPIDER_internal; connectomeDB2020_lit; stCASE
DSC3,DSG1,6,CellTalkDB; LARIS_neurotransmitter; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
DSC3,DSG3,6,CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; connectomeDB2020_lit; stCASE
EFEMP1,EGFR,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
EFNA1,EPHA6,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
EFNA4,EPHA6,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
EFNA5,EPHA6,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
EFNA5,EPHB1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
EFNA5,EPHB6,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
EFNB1,EPHB6,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
EFNB1,ERBB2,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
EFNB2,EPHA3,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
EFNB2,EPHA6,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
EFNB2,EPHB6,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
EFNB2,GRM1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
EFNB2,GRM5,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
EFNB2,PECAM1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
EGF,ERBB3,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
EGF,ERBB4,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
EPO,EPHB4,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FAT4,DCHS1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FBLN1,ITGB1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FBN1,ITGA5,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FBN1,ITGB1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FBN1,ITGB3,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FCN2,LRP1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FGF1,CD44,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FGF1,NRP1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FGF10,FGFRL1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FGF19,KLB,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FGF2,CD44,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FGF2,FGFRL1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FGF2,GPC4,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FGF2,NRP1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FGF2,SDC1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FGF2,SDC2,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FGF2,SDC3,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FGF2,SDC4,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FGF21,FGFR4,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FGF22,FGFR1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FGF23,FGFR2,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FGF3,FGFR3,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FGF3,FGFR4,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FGF4,NRP1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FGF7,FGFR3,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FGF7,NRP1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FGF8,FGFRL1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FGL1,EGFR,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FN1,ITGA2,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FN1,ITGA3,6,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; SpaCcLink
FN1,ITGA9,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FN1,MAG,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FN1,NT5E,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FN1,PLAUR,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FN1,SDC2,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FN1,TNFRSF11B,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
FN1,TSHR,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
GAST,CCKBR,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
GDF1,ACVR1B,6,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; SpaCcLink
GDF10,ACVR1B,6,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; SpaCcLink
GDF2,ACVR1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
GDF9,ACVR2A,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
GDF9,BMPR1A,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
GDF9,BMPR1B,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
GDF9,TGFBR1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
GH2,GHR,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
GHRL,GPR39,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
GHRL,MLNR,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
GNAS,AVPR2,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
GNAS,CRHR1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
GNAS,GCGR,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
GNAS,LHCGR,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
GNAS,PTGDR,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
GNAS,TSHR,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
GNAS,VIPR1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
GPI,AMFR,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
GREM1,KDR,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
GRN,TNFRSF1B,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
GRP,BRS3,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
GUCA2B,GUCY2D,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
HBEGF,CD44,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
HCRT,NPFFR2,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
HGF,CD44,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
HGF,SDC1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
HGF,SDC2,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
HLA-A,APLP2,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
HLA-A,ERBB2,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
HLA-A,KIR3DL2,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
HLA-A,LILRB1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
HLA-A,LILRB2,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
HLA-B,KIR2DL3,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
HLA-B,KIR3DL1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
HLA-B,KLRD1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
HLA-B,LILRB1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
HLA-B,LILRB2,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
HLA-C,KIR2DS4,6,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; SpaCcLink; connectomeDB2020_lit; stCASE
HLA-C,LILRB1,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
HLA-C,LILRB2,6,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
