ligand,receptor,n_sources,sources
Adcyap1,Adcyap1r1,9,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Cd80,Cd28,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Cd80,Ctla4,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Cd86,Ctla4,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Cga,Lhcgr,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Clcf1,Il6st,7,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Clcf1,Lifr,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Cntf,Il6st,7,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Cntf,Lifr,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Col2a1,Itga1,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Col2a1,Itgav,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Col2a1,Itgb1,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Col4a1,Itgav,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Col4a1,Itgb8,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Col4a3,Itga2,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Comp,Itgav,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Ctf1,Lifr,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Cxcl1,Ackr1,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; SPIDER_internal; connectomeDB2020_lit; stCASE
Cxcl2,Cxcr1,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Cxcl3,Cxcr2,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Cxcl5,Ackr1,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; SPIDER_internal; connectomeDB2020_lit; stCASE
Cxcl5,Cxcr1,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Ebi3,Il27ra,7,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Efnb3,Ephb4,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Ereg,Erbb4,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
F2,F2r,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
F2,F2rl3,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Fn1,Itga3,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Fn1,Itgb3,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Fn1,Itgb6,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Fn1,Itgb8,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Gdf2,Acvr2a,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Gdf3,Acvr1b,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Gdf3,Acvr1c,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Gdf7,Bmpr1b,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Gdf9,Acvr1b,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Iapp,Ramp3,7,CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; stCASE
Igf1,Itgav,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Il12a,Il12rb1,7,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Il13,Il4ra,7,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; stCASE
Il15,Il2rg,7,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Il27,Il6st,7,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; stCASE
Inha,Acvr2a,7,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Inhba,Acvr1c,7,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Insl5,Rxfp3,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Jam3,Itgam,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Jam3,Itgb2,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Lama1,Itgb8,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Lama2,Itga2,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Lta,Ltbr,7,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Ltb,Ltbr,7,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Madcam1,Itga4,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Mdk,Sdc1,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Mdk,Sdc4,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Mif,Ackr3,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; stCASE
Mif,Cd44,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Mstn,Acvr1b,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Npnt,Itga8,7,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Npnt,Itgb1,7,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Npy,Npy4r,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; SPIDER_internal; connectomeDB2020_lit; stCASE
Nrg1,Erbb2,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Ntf5,Ngfr,7,CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; stCASE
Pdyn,Oprd1,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Pdyn,Oprm1,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Penk,Oprd1,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Penk,Oprm1,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Plau,Plaur,7,CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Pnoc,Oprl1,7,CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; connectomeDB2020_lit; stCASE
Pomc,Oprk1,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Postn,Itgav,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Ppy,Npy2r,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; stCASE
Pth2,Pth1r,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Ptn,Sdc3,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Reln,Lrp8,7,CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; connectomeDB2020_lit; stCASE
Rln1,Rxfp1,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Rln1,Rxfp2,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Sema3b,Nrp2,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; connectomeDB2020_lit
Sema3f,Nrp2,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; connectomeDB2020_lit
Sema3g,Nrp2,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; connectomeDB2020_lit
Sema4a,Nrp1,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Sema7a,Itga1,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Sema7a,Plxnc1,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Spp1,Itga8,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Thbs1,Itgav,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Thbs2,Cd47,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Thbs2,Itgb1,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Tnc,Itga8,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Tnc,Itga9,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Tnfsf9,Tnfrsf9,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; SPIDER_internal; connectomeDB2020_lit; stCASE
Tshb,Tshr,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Vcam1,Itgb2,7,CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Vtn,Itgb3,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Vtn,Itgb8,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Vwf,Gp1ba,7,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Vwf,Gp1bb,7,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; stCASE
Vwf,Itgav,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Wnt1,Fzd3,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Wnt1,Fzd5,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Wnt1,Fzd6,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Wnt1,Fzd7,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Wnt10a,Fzd10,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Wnt10b,Fzd4,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Wnt10b,Fzd6,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Wnt10b,Fzd8,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Wnt3,Fzd2,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Wnt3,Fzd3,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Wnt3,Fzd5,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Wnt3,Fzd6,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Wnt3a,Fzd4,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Wnt4,Fzd1,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Wnt4,Fzd10,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Wnt4,Fzd4,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Wnt4,Fzd5,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Wnt4,Fzd7,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Wnt4,Fzd8,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Wnt5a,Mcam,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Wnt7a,Fzd10,7,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Wnt7a,Fzd3,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Wnt7a,Fzd4,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Wnt7b,Fzd3,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Wnt7b,Fzd7,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Wnt8a,Fzd1,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Wnt8b,Fzd10,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Wnt8b,Fzd7,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Wnt9a,Fzd7,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Wnt9a,Fzd9,7,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Adam10,Epha3,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Adam12,Itga9,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Adam12,Itgb1,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Adam12,Sdc4,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Adam15,Itga9,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Adam15,Itgav,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Adam15,Itgb1,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Adam17,Itga5,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Adam17,Itgb1,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Adam17,Notch1,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Adam2,Itga6,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Adam2,Itga9,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Adam2,Itgb1,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Adam2,Itgb7,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Adam9,Itga6,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Adam9,Itgav,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Adam9,Itgb1,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Adam9,Itgb5,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Adcyap1,Vipr1,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Adcyap1,Vipr2,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Adm,Calcrl,6,COMMOT_CellChat; CellChatDB; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Adm,Ramp2,6,CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Adm2,Calcrl,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Adm2,Ramp3,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Agrn,Atp1a3,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Agrn,Dag1,6,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; connectomeDB2020_lit; stCASE
Agrp,Sdc3,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Agt,Agtr1b,6,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; SPIDER_internal; SpaCcLink
Angpt4,Tek,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Angptl1,Tek,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Angptl2,Itgb1,6,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; connectomeDB2020_lit; stCASE
Angptl3,Itga5,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Apoa1,Abca1,6,CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Apob,Ldlr,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Apoe,Ldlr,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Apoe,Lrp1,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Apoe,Lrp5,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Apoe,Vldlr,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
App,Fpr2,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
App,Lrp1,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
App,Ncstn,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Areg,Erbb3,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Avp,Oxtr,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Bgn,Tlr2,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Bgn,Tlr4,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Bmp10,Bmpr1a,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Bmp10,Bmpr1b,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Bmp15,Bmpr1a,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Bmp3,Acvr2b,6,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Bmp8b,Acvr2a,6,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; SPIDER_internal; SpaCcLink
Bmp8b,Acvr2b,6,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; SPIDER_internal; SpaCcLink
